run_id,model_name,slice_type,slice_value,n_items,LWA,VRS,TC,FMT,FLP
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,fraud_secure_message.customer_body.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,guardian_contact.preferred_notice_locale,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,guardian_notice_policy.correspondence_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,guardian_profile.locale_code,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,guardian_records_notice.locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,guest_profile.locale_code,6,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,handoff_policy->owner_team_locale,9,0.333333,0.333333,1.0,0.666667,0.777778
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,household_profile.benefit_notice_locale,3,0.666667,0.333333,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,housing_waitlist.applicant_message.locale,3,0.333333,0.0,1.0,0.0,0.333333
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,immigration_case_portal.applicant_locale,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,immunization_packet.guardian_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,importer_locale,3,0.666667,0.333333,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,in_app_banner.active_surface_locale,3,0.333333,0.333333,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,inbox_owner.digest_locale,3,0.333333,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,incident_bridge.followup_channel_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,incident_subscriber.policy_notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,incident_update.customer_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,install_site_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,insured_party.mandatory_notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,international_office_policy.student_visible_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,investment_kyc_portal.locale,3,1.0,0.666667,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,invoice_account.correspondence_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,invoice_dispute_workspace.locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,kyc_portal_bundle.customer_steps.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,learner_communication_policy.notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,legal_billing_client_portal.locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,legal_hold.custodian_visible.locale,3,0.333333,0.0,1.0,0.0,0.333333
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,legal_notice_profile.dpa_notice_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,lender_document_portal.locale,3,1.0,0.0,0.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,library_hold.patron_visible.locale,3,0.0,0.0,1.0,0.0,0.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,live_booking_session.locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,localized_cell_values_locale,6,0.166667,0.166667,1.0,0.5,0.166667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,logistics_exception_room.locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,macro.customer_visible.locale,3,1.0,0.666667,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,macro_output.customer_visible.locale,3,1.0,0.0,0.666667,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,member_profile.correspondence_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,member_profile.locale_code,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,merchant_profile.kyc_language,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,message_bundle.customer_visible.locale,36,0.611111,0.083333,1.0,0.166667,0.333333
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,migration_command_center.current_surface_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,migration_plan.portal_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,mixed_output_visible_text_locale,6,0.5,0.0,1.0,0.5,0.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,mobile_push.active_notification_locale,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,mobile_push_composer.locale,3,0.666667,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,named_insured.regulatory_notice_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,notice_policy->contractual_notice_locale,6,0.166667,0.166667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,notification_bundle.customer_visible_items.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,notification_bundle.user_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,participant_profile.benefits_notice_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,partner_account.support_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,partner_action_packet.outward_action.locale,3,0.333333,0.0,1.0,0.0,0.333333
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,partner_activation_timeline.customer_visible_events[].locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,partner_admin.locale_code,6,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,partner_admin.onboarding_locale,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,partner_announcement.partner_visible.locale,3,0.666667,0.0,1.0,0.0,0.666667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,partner_contact.portal_message_locale,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,partner_onboarding.partner_visible.locale,3,0.666667,0.0,1.0,0.0,0.666667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,partner_onboarding_surface.locale,3,0.333333,0.333333,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,partner_technical_owner.portal_locale,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,partner_workspace.active_notice_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,patient_contact.reply_locale,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,patient_portal.locale_code,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,patient_portal_policy.active_notice_locale,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,patient_profile.portal_language_locale,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,patient_result_payload.patient_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,patient_rights_notice.locale,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,patron_profile.correspondence_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,payee_profile.tax_notice_locale,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,payee_tax_profile.notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,payment_packet.public_notice.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,permit_notification.applicant_visible.locale,3,0.666667,0.0,1.0,0.0,0.666667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,pharmacy_communication_rule.patient_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,plant_scheduler.contact_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,playbook_card.customer_visible.locale,3,0.333333,0.0,1.0,0.0,0.333333
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,policyholder.legal_notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,policyholder_profile.locale_code,6,0.833333,0.833333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,policyholder_profile.privacy_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,policyholder_profile.reply_language_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,portal_case_payload.public_message.locale,6,1.0,0.0,1.0,0.0,0.5
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,portal_followup_surface.locale,3,0.333333,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,portal_session_41A.locale,9,0.777778,0.555556,1.0,0.666667,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,portal_task.user_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,portal_thread.messages[customer_visible_update].locale,6,0.5,0.0,1.0,0.5,0.166667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,portal_user.profile_locale,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,primary_borrower.servicing_notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,primary_counterparty_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,prior_recipient_thread.locale,9,0.666667,0.444444,0.777778,0.666667,0.666667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,privacy_notice.data_subject_visible.locale,3,0.666667,0.0,1.0,0.0,0.666667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,privacy_request_portal.session_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,procurement_profile.correspondence_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,procurement_status_card.visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,public_external_fields_locale,9,0.222222,0.222222,1.0,1.0,0.222222
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,public_health_notice_policy.contact_notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,public_records_request_portal.reply_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,public_ticket_bundle.visible_reply.locale,6,0.0,0.0,1.0,0.0,0.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,recall_matrix.public_notice.locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,recall_notice.owner_visible.locale,3,0.666667,0.0,1.0,0.0,0.666667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,receiving_site_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,recipient.security_notice_locale,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,recipient_market_warning.locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,recipient_profile.preview_locale,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,recipient_record.communication_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,recipient_safety_profile.notice_locale,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,recipient_visible_message_locale,6,0.833333,0.666667,1.0,0.666667,0.833333
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,records_policy.requestor_correspondence_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,records_response.requester_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,regional_stock_allocation_form.visible_update.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,registrar_notice_policy.student_correspondence_locale,3,0.666667,0.666667,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,regulated_notice_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,regulated_returns_portal.recipient_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,regulator_inbox.active_locale,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,regulatory_status.filer_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,release_lane_public.locale,9,0.555556,0.555556,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,remitter_profile.secure_notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,renewal_admin.locale_code,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,renewal_room_update_feed.locale,3,0.333333,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,reporter_profile.reply_locale,3,0.333333,0.0,0.666667,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,requester_profile.locale_code,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,requesting_region.locale_code,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,requesting_store.locale_code,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,resident_profile.notice_locale,3,0.0,0.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,respondent.followup_locale,3,0.333333,0.0,0.666667,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,respondent_profile.followup_locale,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,restore_portal.active_message_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,rights_requester.locale_code,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,safety_recall_portal.customer_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,sanctions_review.counterparty_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,scorecard_widget.public_comment.locale,3,0.333333,0.0,1.0,0.0,0.333333
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,screened_party_notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,secure_admin_inbox.current_thread_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,secure_bundle.recipient_surface.locale,3,1.0,0.666667,1.0,0.666667,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,secure_claims_inbox.locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,secure_freight_inbox.locale,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,secure_inbox.current_surface_locale,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,secure_inbox_incident_packet.external_notice.locale,3,1.0,0.0,0.333333,0.0,0.666667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,secure_inbox_packet.recipient_surface.message.locale,6,0.666667,0.0,1.0,0.0,0.666667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,secure_legal_portal.message_locale,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,secure_message.recipient_visible.locale,3,0.666667,0.0,1.0,0.0,0.666667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,secure_notice.recipient_notice.locale,3,0.666667,0.666667,1.0,1.0,0.666667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,secure_recovery_thread.current_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,security_alert.admin_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,security_contact.communication_locale,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,selected_response_channel.locale,6,0.666667,0.5,1.0,0.5,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,seller_account.funding_notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,service_address.locale_code,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,service_record.support_locale,9,0.333333,0.111111,0.666667,0.666667,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,settlement_packet.claimant_message.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,shipment_visibility_portal.locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,shipper_contact.locale_code,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,sso_cutover.tenant_admin_visible.locale,3,0.666667,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,status_page.public_update.locale,3,0.333333,0.0,1.0,0.0,0.333333
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,status_page_composer.active_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,status_page_subscriber.report_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,status_widget.cards[public_status].locale,6,0.666667,0.0,1.0,0.0,0.5
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,statutory_correspondence.notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,store_contact.locale_code,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,student_profile.locale_code,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,student_record.service_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,submitter.feedback_locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,subscriber_profile.locale_code,6,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,subscriber_profile.status_update_locale,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,subscriber_regulatory_notice.locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,subscriber_status_surface.locale,3,0.333333,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,supplier_contact.preferred_reply_locale,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,supplier_correspondence_locale,3,0.333333,0.333333,0.333333,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,supplier_locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,supplier_quality_thread.locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,suppression_owner.notice_locale,3,0.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,survey_response.respondent_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,task_completion_modal.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,tax_authority_secure_portal.message_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,tax_correction.payee_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,tax_verification.public_remediation.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,template_blocks.customer_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,template_metadata.visible_note_locale,9,0.222222,0.222222,1.0,0.666667,0.666667
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,template_policy->public_values_locale,6,0.333333,0.0,1.0,0.5,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,tenant_admin.locale_code,9,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,tenant_admin.portal_locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,tenant_admin_policy.admin_notice_locale,3,1.0,1.0,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,tenant_admin_profile.correspondence_locale,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,tenant_statutory_notice.locale,3,0.333333,0.333333,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,ticket_holder.locale_code,3,0.666667,0.666667,1.0,1.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,transit_application.rider_visible.locale,3,1.0,0.0,1.0,0.0,1.0
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,triage_panel_payload.panels[customer_next_step].locale,6,0.833333,0.0,1.0,0.0,0.833333
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,trust_center.requester_visible.locale,3,1.0,0.0,1.0,0.0,1.0
